638,663|984,985
0,663|872,757
441,23|541,1022
250,23|476,622
352,364|925,1005
215,309|967,420
93,292|728,764
645,746|1307,844
0,46|80,663
350,23|1391,861
671,397|984,745
206,23|990,696
0,23|826,1046
0,23|741,240
269,23|739,939
533,23|1344,988
356,32|1035,827
274,216|642,680
0,23|375,970
0,155|979,734
1066,23|1268,268
515,23|757,553
660,662|1194,1032
275,619|994,764
1376,23|1466,1046
1337,778|1417,970
334,23|1046,329
0,168|768,793
59,882|278,1046
358,23|1056,469
426,731|761,907
53,23|1005,1044
751,23|949,1046
55,202|661,535
944,23|1179,493
209,23|549,406
1542,23|1634,679
606,23|1433,1046
523,23|1489,180
0,23|959,1045
0,96|849,1025
582,23|1513,893
1058,220|1546,614
0,23|939,989
845,23|1092,444
1017,326|1146,699
1014,23|1582,831
0,23|408,333
673,476|1463,752
0,23|689,960
844,23|1341,680
0,23|779,841
0,202|515,347
1126,323|1502,875
0,23|835,762
552,23|1031,567
402,23|564,279
379,23|1416,970
0,23|499,617
0,23|909,693
0,371|799,577
0,23|960,691
1038,23|1665,969
0,23|392,825
0,87|1033,666
944,23|1448,824
0,23|902,344
0,23|418,753
1294,209|1413,838
1222,167|1530,895
1065,23|1531,577
466,23|1387,907
727,23|1450,155
615,651|1353,1044
0,23|699,681
673,103|1230,437
0,353|743,888
0,23|765,650
0,23|891,576
442,52|936,818
564,67|965,347
0,23|840,850
0,23|435,953
0,628|843,975
0,85|400,286
503,23|1119,709
853,23|1620,929
313,23|531,968
214,23|769,864
1091,23|1223,294
243,23|1097,442
688,23|1074,821
383,23|544,701
520,23|931,1046
0,201|842,787
0,178|441,428
0,181|381,918
365,606|457,854
504,685|882,1030
1033,273|1642,806
0,520|937,794
629,23|1219,694
0,23|630,151
814,101|1595,584
651,167|1458,619
575,744|1368,955
70,23|635,630
191,77|435,428
12,621|459,919
0,23|1024,444
1213,308|1465,587
828,23|1322,463
73,655|907,839
776,196|1010,943
0,23|993,933
613,23|1490,1046
918,505|1193,843
587,23|1125,378
90,23|1133,566
1364,23|1459,905
0,23|897,411
0,23|621,1046
0,343|383,751
232,738|1271,813
132,23|622,1003
704,183|1225,1040
605,23|1532,944
0,23|653,749
17,23|149,903
0,23|912,849
596,209|1108,1011
1330,190|1676,516
302,635|1192,861
1385,23|1488,195
877,23|1054,1010
106,23|426,337
88,245|1126,730
329,23|566,979
986,23|1282,1046
619,23|699,1046
0,448|984,995
0,23|330,1034
0,795|842,940
0,23|353,432
126,464|739,782
1027,23|1632,793
681,23|773,856
862,549|1182,821
0,23|396,213
442,23|827,209
639,23|1117,1022
1162,267|1448,757
0,23|473,1036
0,23|960,957
0,94|872,1004
95,697|732,946
958,490|1138,736
458,23|673,766
0,91|799,728
1093,190|1586,1025
0,673|512,948
0,23|488,703
0,23|526,1005
217,364|1247,928
437,23|1201,1046
0,23|585,487
0,23|80,464
262,23|342,818
559,511|1173,790
0,23|164,579
0,189|1048,452
0,23|809,909
0,218|1014,733
551,441|1587,990
949,23|1435,678
976,23|1228,170
0,23|805,997
124,23|964,737
964,23|1663,771
585,23|1110,157
0,23|911,780
0,23|785,928
1106,423|1416,581
0,28|824,116
864,429|984,643
573,23|722,890
596,506|1512,623
166,23|872,613
600,23|1143,551
384,601|1156,703
40,23|996,494
96,288|484,411
358,23|578,727
147,23|1005,1046
377,23|754,798
494,798|1144,965
910,165|1551,474
0,23|635,1020
0,450|1047,734
0,396|932,541
0,23|130,1046
420,275|964,405
535,201|946,788
232,23|1209,834
1134,730|1486,964
573,23|778,361
214,171|724,736
473,605|1168,725
831,23|1403,303
174,516|375,818
403,23|1416,795
0,23|525,345
0,23|656,832
1,825|722,1039
566,810|1102,907
1405,23|1535,305
0,82|587,788
0,23|988,1046
296,579|557,967
950,23|1506,870
232,23|1019,789
262,305|822,1046
0,23|593,329
0,23|898,734
36,621|361,894
1152,768|1500,1007
177,23|1191,600
127,23|420,633
314,74|394,500
0,23|607,1046
539,210|1100,1017
1151,131|1364,647
0,23|964,768
0,645|212,755
0,230|286,997
630,23|1290,921
0,23|902,1046
1076,23|1462,789
3,265|459,657
27,23|883,938
177,209|1222,410
0,280|790,702
813,23|957,703
610,245|759,495
738,23|1383,1046
619,23|1598,164
0,652|336,989
0,668|326,873
711,284|1570,787
313,23|546,1046
590,23|1378,382
377,23|760,991
177,23|688,745
0,23|625,231
770,23|1243,225
0,23|907,798
608,23|1530,596
509,23|813,729
64,23|1028,605
0,23|967,339
1287,79|1367,903
0,23|612,1046
42,23|279,467
691,554|1251,748
0,23|608,704
32,43|127,213
474,23|607,654
0,23|1034,849
0,23|847,1012
375,23|1385,739
0,23|145,718
61,23|1076,327
402,23|482,337
0,23|881,1003
0,23|1017,301
572,580|832,858
1120,396|1224,514
437,332|1360,597
0,275|934,928
0,23|981,504
627,216|1326,1046
196,23|544,231
285,23|365,464
0,23|441,700
156,23|1132,964
1502,597|1654,806
0,23|762,808
418,23|831,128
1074,23|1445,1025
0,23|374,663
155,23|1167,649
1135,254|1410,406
0,23|651,593
642,23|1267,189
663,23|1424,476
1182,199|1525,735
0,23|496,947
0,23|295,429
0,281|673,711
0,23|930,1001
274,23|941,1043
1136,196|1256,562
11,23|1028,1046
440,23|796,873
480,23|1216,915
412,23|1204,409
857,23|1553,774
0,23|1026,796
677,23|1120,986
1212,23|1431,711
711,23|1378,1027
0,573|429,757
235,23|326,282
391,23|1244,817
146,624|393,1035
796,23|1581,920
504,23|626,460
1174,23|1389,786
0,23|373,818
646,23|1386,1002
0,44|957,624
638,23|1566,993
633,23|1606,548
0,23|744,580
0,413|107,587
0,23|947,922
1165,23|1386,1037
0,23|819,674
659,23|1176,1015
0,23|650,800
953,23|1110,1004
24,571|523,1008
0,289|1000,825
0,684|743,902
164,200|1031,809
0,231|503,986
0,220|967,572
0,23|792,897
0,23|599,607
683,23|1083,916
1318,23|1626,858
0,23|681,287
757,23|1452,1007
0,23|366,1046
0,23|751,884
879,23|1433,1046
1426,23|1639,747
243,70|323,748
58,319|717,782
50,23|302,956
0,114|847,372
775,23|1201,559
941,23|1088,910
0,123|325,659
1144,617|1677,750
953,23|1422,999
0,57|1046,954
1314,279|1394,412
894,460|1060,804
0,232|957,886
152,23|813,774
1149,342|1636,624
842,23|1495,621
85,326|1003,530
0,462|883,551
814,23|1054,320
303,23|1007,541
1128,374|1669,757
203,586|763,991
687,23|1265,992
396,23|963,702
686,368|989,1042
11,539|118,629
0,476|871,632
139,23|644,875
484,23|754,782
0,23|298,701
236,23|471,399
147,23|1175,966
386,839|1122,975
0,23|1047,1037
243,457|1020,553
0,23|354,926
184,23|296,839
331,23|1344,866
669,23|985,872
0,23|705,650
270,23|1003,725
0,23|968,1032
721,23|1016,540
553,23|739,1046
0,23|435,505
0,438|1026,712
1382,23|1564,325
836,23|1217,990
1377,23|1580,497
179,564|869,708
313,164|1088,826
152,382|232,652
893,863|1268,1038
0,612|506,954
0,23|876,611
838,23|1144,803
1014,890|1094,1032
836,167|954,574
0,141|575,747
227,256|424,402
402,356|1246,638
794,605|1664,914
192,23|591,525
727,23|1388,882
268,306|989,604
75,23|1079,464
0,423|683,1018
162,280|1039,512
1103,23|1615,147
493,234|1326,628
0,23|849,888
0,23|728,1046
0,343|1029,1045
208,23|845,1046
807,23|1667,638
0,23|944,698
0,356|797,758
1164,23|1606,838
244,23|933,1046
0,23|632,802
0,23|548,493
26,468|106,801
0,23|842,771
529,23|985,653
0,23|271,861
388,134|1233,629
0,795|639,931
893,23|1562,557
103,23|940,314
0,23|918,959
0,23|718,704
345,612|804,963
747,200|1641,1033
637,23|759,1012
0,23|900,296
128,23|1037,977
0,470|809,1018
587,774|1285,1002
0,349|1043,617
9,23|332,493
113,579|460,874
741,500|1488,810
746,23|1625,863
1143,23|1430,738
866,23|952,939
485,23|1431,296
414,23|765,880
770,74|1625,728
198,23|731,760
0,99|840,979
186,598|831,827
1125,23|1407,260
469,98|1156,560
698,23|1219,964
571,711|1147,1036
472,23|1492,1006
1097,23|1248,934
410,498|1420,806
144,154|725,504
1032,23|1424,350
614,371|1048,739
555,23|937,603
919,23|1296,843
1475,23|1612,577
602,23|973,974
2,74|864,537
350,261|1185,397
1260,851|1537,943
0,23|1008,386
829,23|1564,568
393,494|1175,814
661,305|1344,957
0,23|853,228
361,23|1321,547
1297,23|1622,660
0,587|723,1020
755,23|1174,794
0,23|909,663
0,23|1028,807
1116,23|1598,948
348,23|806,987
0,23|304,1004
744,286|907,376
883,23|1140,911
1335,306|1532,556
0,23|843,913
721,23|801,812
0,37|884,185
194,23|274,920
362,23|1381,299
685,23|766,1046
0,459|630,665
128,219|562,882
482,109|915,453
1462,213|1673,290
0,23|572,334
1093,23|1360,430
0,23|168,470
0,23|983,481
643,843|1124,975
561,758|832,1025
0,23|885,1015
0,23|505,1012
0,23|856,1003
0,23|405,830
866,528|1466,612
14,385|804,757
249,23|1290,370
0,23|719,1019
525,152|933,231
859,23|1398,728
0,55|692,511
205,23|657,906
742,23|1377,704
262,23|635,380
175,23|1119,1034
367,23|1162,702
94,23|402,614
606,150|1136,250
329,23|1352,1036
0,23|511,369
789,23|1186,483
228,219|865,770
60,742|1040,944
65,23|1069,712
0,23|658,421
0,23|973,772
0,23|402,920
0,23|600,544
0,23|901,274
678,916|1358,1043
0,23|762,863
0,23|746,670
144,23|597,551
0,23|938,503
1062,812|1552,1002
1024,884|1157,1010
0,23|177,735
0,23|873,1046
0,23|749,1026
1064,223|1660,426
198,318|706,1016
1397,23|1546,314
637,428|1024,544
364,88|956,223
1363,23|1639,351
51,381|702,560
895,580|1094,897
880,23|1384,870
403,23|729,387
548,494|1028,1015
0,23|937,867
70,23|1017,797
0,601|522,963
1144,23|1448,1046
540,538|680,779
0,23|818,1020
0,67|969,585
0,23|233,944
1380,450|1598,656
0,408|304,486
59,55|615,659
0,241|643,768
842,23|1637,1020
415,449|1175,670
310,23|1299,921
1079,201|1360,530
0,520|1003,790
252,23|631,368
983,23|1132,775
8,222|117,645
1163,165|1423,477
0,23|568,954
0,23|399,884
164,549|337,958
1232,23|1423,680
0,23|430,141
538,249|1069,326
0,325|716,613
742,123|956,343
557,90|1409,451
842,487|1470,905
937,23|1679,825
535,160|728,744
0,23|1027,289
1003,23|1207,651
711,23|1254,593
655,23|1386,1014
757,23|1007,552
0,23|924,665
0,276|779,1023
734,737|1592,1046
205,23|867,787
1130,103|1669,624
1068,61|1148,532
121,23|677,903
346,23|1298,389
1087,23|1604,1046
0,73|1008,296
392,23|912,350
0,23|829,997
154,424|607,853
563,23|699,1046
0,23|1042,903
1208,335|1582,789
397,23|1067,718
266,23|1159,847
157,206|420,1046
232,379|855,492
263,23|917,370
321,723|651,872
470,450|1284,623
1382,153|1636,513
732,72|1541,177
758,477|1348,668
0,23|658,601
244,23|609,997
355,23|1234,718
759,23|1540,937
477,28|726,119
0,23|616,852
0,23|910,816
10,23|466,802
0,23|1039,958
646,23|1469,610
0,23|699,1023
0,23|443,1009
1221,23|1576,943
680,23|1666,967
543,23|1208,844
967,519|1531,985
631,23|1185,972
0,23|841,917
0,241|711,617
809,431|1434,652
549,23|1154,692
1105,605|1342,870
883,23|1075,999
1215,23|1295,943
1144,23|1547,388
402,23|506,495
75,119|519,889
1068,366|1219,830
193,23|1064,1046
881,23|1445,1021
270,23|476,1046
0,23|937,347
437,23|778,705
1326,23|1406,965
0,23|852,974
0,44|916,429
452,449|1417,1036
380,766|955,922
1210,23|1672,614
25,23|639,575
477,23|1289,1046
1189,23|1550,929
103,420|975,516
0,113|706,664
592,23|979,524
263,28|1103,343
0,68|102,345
0,300|1028,726
368,81|890,220
0,180|718,267
973,23|1462,839
0,23|573,996
48,578|1097,754
0,23|919,1046
927,23|1031,719
637,23|1200,670
863,251|1671,771
393,744|1331,827
157,23|249,423
0,437|935,790
0,170|421,553
623,23|1096,783
695,592|1411,936
0,23|941,408
640,835|1549,1031
642,406|926,504
0,23|673,341
750,453|1505,799
643,136|1623,902
226,23|492,937
293,108|1235,218
0,218|609,672
816,23|1080,889
0,23|90,388
1198,299|1281,453
90,23|989,655
233,23|1108,194
0,23|817,892
0,78|1034,417
0,23|1016,1046
277,23|695,922
1339,111|1658,592
1336,23|1596,772
0,115|815,194
61,23|785,617
0,23|680,1046
7,190|743,400
928,23|1468,387
0,23|491,672
1450,23|1649,1005
0,23|510,963
764,23|1045,791
842,23|1571,640
1030,65|1480,407
110,23|750,797
721,23|822,1046
587,251|884,859
937,703|1469,928
0,23|837,561
129,320|565,715
985,23|1458,829
591,167|1004,386
1384,23|1654,722
407,393|652,848
135,23|724,1029
128,23|379,861
0,431|1011,1027
716,23|1214,820
201,23|1095,455
869,23|1035,488
283,582|513,675
0,172|973,311
561,756|807,922
878,23|1395,1007
0,330|521,540
1345,462|1450,800
1056,296|1541,825
665,23|967,786
43,23|636,867
0,787|403,977
0,23|322,564
0,433|664,904
501,575|1445,844
0,671|797,804
625,23|739,213
0,526|944,625
370,23|1228,504
889,477|1130,801
292,23|766,652
486,23|722,665
666,629|1384,976
409,23|1014,305
504,23|1046,653
502,389|935,935
274,23|403,1046
422,23|973,819
845,23|1060,924
0,373|829,681
632,23|1330,772
1137,348|1593,581
689,388|1514,550
385,23|485,285
543,708|623,1037
292,23|700,988
0,23|365,1015
1153,23|1352,560
0,298|994,491
734,23|1590,849
970,169|1374,329
358,24|1092,182
142,274|795,944
224,23|554,652
356,23|638,945
445,23|1049,696
910,23|1218,738
316,23|696,886
0,23|548,942
651,199|1026,278
0,23|735,949
0,62|672,360
0,268|857,525
0,23|698,1046
0,119|634,992
0,365|925,680
512,291|1009,521
237,23|963,1046
0,23|836,804
327,23|766,1039
0,376|926,899
902,121|1485,659
719,26|844,581
0,33|143,848
0,23|876,965
253,23|790,742
485,68|770,157
0,23|617,658
0,23|791,742
360,23|725,729
781,233|1026,340
0,511|898,634
0,23|986,386
321,45|501,318
820,595|900,756
1040,141|1317,613
840,201|1228,847
1120,23|1442,409
162,169|951,330
881,23|1647,956
0,23|1021,1002
0,144|823,325
0,23|803,1001
0,23|372,433
1077,23|1630,958
553,23|867,1046
0,23|1015,996
0,23|419,800
226,23|702,935
0,267|816,912
368,23|719,689
501,513|1484,782
1025,23|1105,630
0,525|456,945
692,23|1476,460
666,23|1575,604
638,23|1367,310
869,86|1424,698
0,23|1006,764
1015,23|1369,1046
39,311|561,700
64,23|253,384
0,538|212,1043
719,632|1525,1027
670,23|969,1039
32,23|134,386
0,23|80,592
654,653|1232,1003
0,589|918,717
972,23|1202,848
147,342|227,721
0,360|982,588
993,280|1082,693
1292,87|1426,581
1423,23|1629,968
0,210|449,1012
0,23|559,964
528,31|1248,716
389,194|469,268
136,23|1108,606
0,23|756,964
554,23|1049,1022
712,23|1002,949
1117,549|1518,913
68,23|872,831
1054,23|1418,712
0,23|1006,1046
543,113|690,569
0,310|987,665
570,23|694,359
1043,94|1123,935
0,23|229,940
1004,23|1196,1046
486,23|1095,447
0,23|952,865
0,23|222,849
522,454|830,648
358,193|570,991
1571,23|1657,656
0,23|968,145
26,171|972,402
180,23|405,635
210,42|1025,811
1252,74|1437,292
974,23|1219,800
0,320|1031,960
138,466|903,605
935,23|1198,1038
0,23|882,642
177,23|1014,404
0,23|887,536
119,23|681,885
700,23|1243,396
49,23|369,855
47,23|383,1046
233,23|1127,798
0,108|341,790
1429,90|1605,163
643,144|1278,588
250,23|707,948
1221,23|1489,401
427,128|1370,308
371,122|1265,275
289,119|741,511
135,160|872,410
12,421|759,927
0,306|740,863
277,23|872,656
407,604|724,1013
790,23|1521,1046
0,23|662,732
128,23|1028,959
64,315|762,648
0,23|382,471
518,187|1277,340
752,575|1462,683
0,700|900,1028
205,471|987,916
0,23|717,571
0,23|690,856
0,23|256,874
211,23|322,560
224,23|839,687
0,33|637,313
0,813|521,932
450,23|1243,1031
629,23|1362,205
136,23|563,665
1421,88|1604,1046
0,23|213,805
576,23|1176,748
65,608|687,791
325,23|844,695
1109,717|1256,987
72,558|152,881
181,23|888,752
0,23|907,995
461,138|1442,422
1218,67|1334,641
670,23|1416,662
127,23|1169,497
549,74|657,417
0,141|833,552
1368,23|1572,513
114,23|958,826
0,313|918,766
1386,77|1602,987
15,23|414,699
0,77|1028,829
363,23|1000,399
0,23|241,843
914,23|1017,175
218,23|895,1023
27,23|1038,751
945,30|1029,943
850,23|1336,1012
795,23|1011,648
0,81|140,785
998,160|1082,689
254,219|592,618
853,23|1581,1034
0,23|616,1046
24,498|235,1043
0,672|844,932
1178,249|1555,721
0,501|972,798
593,23|829,930
942,23|1355,559
0,23|253,812
1107,23|1599,857
0,23|828,1046
0,429|496,622
835,301|1242,432
0,23|573,309
958,23|1298,942
0,37|536,576
0,23|445,897
309,23|677,976
1215,23|1375,152
562,23|1328,807
0,207|280,356
591,462|1177,667
0,23|794,1007
0,148|250,706
0,691|750,941
554,23|1225,644
147,95|653,1015
955,691|1587,855
539,403|1166,831
132,811|238,909
0,23|531,651
151,625|231,728
966,23|1408,849
0,23|660,906
0,23|947,835
1126,560|1603,769
0,23|839,757
595,23|898,380
998,23|1484,257
0,23|1015,938
1224,854|1306,927
0,23|468,488
0,338|80,1045
577,23|1163,993
0,23|985,1046
0,326|583,457
180,376|511,556
0,298|888,410
0,384|636,625
394,23|991,344
0,191|1022,889
1439,23|1519,787
284,23|871,747
646,23|1273,873
0,361|768,442
0,337|911,855
0,23|505,921
297,23|911,945
0,54|561,515
302,929|1182,1019
0,23|459,907
0,149|671,266
466,324|1086,515
787,591|982,1046
1146,25|1513,484
0,23|450,816
283,23|508,858
0,23|848,1034
900,465|1221,583
0,555|737,954
306,220|609,959
385,804|1082,1046
775,23|1211,623
1320,23|1504,1046
0,135|816,256
379,23|823,897
1059,193|1170,473
0,23|964,767
0,58|499,871
238,23|1261,994
996,23|1613,997
141,23|232,1020
1427,425|1575,967
372,204|687,1007
0,23|626,697
0,23|417,248
537,23|739,454
0,23|819,932
0,23|416,790
802,23|1023,1046
0,23|649,780
0,23|370,957
878,23|1044,635
0,23|651,776
542,378|1225,708
0,23|698,573
168,276|883,852
934,23|1097,810
1282,23|1666,924
950,23|1575,1015
227,23|1177,504
613,23|1532,630
616,23|804,1025
426,23|1385,311
837,23|1636,840
0,23|702,768
0,411|1011,532
1032,23|1609,971
0,23|845,753
0,23|891,977
0,51|726,891
434,23|1111,805
0,23|768,305
908,23|1534,315
0,23|790,1046
0,23|722,1046
90,501|170,915
912,107|1475,638
0,432|885,593
730,274|1010,908
350,23|985,953
98,23|905,841
958,268|1062,889
0,23|834,869
707,29|955,422
0,23|798,933
0,327|705,907
1297,548|1466,655
0,23|507,831
0,124|616,807
384,23|1150,1046
0,23|462,956
0,385|280,829
1469,619|1588,774
0,325|710,659
0,23|652,292
0,32|268,463
846,486|1331,894
1308,316|1539,707
321,23|1035,491
98,138|909,250
855,168|1373,1046
0,641|883,875
821,23|1552,628
240,350|894,558
984,23|1171,807
0,23|603,1028
1,217|1036,742
673,23|933,870
130,127|257,552
0,261|298,588
721,23|940,527
101,23|969,333
813,23|1421,898
234,23|972,551
0,23|677,816
0,23|812,907
174,23|869,1006
532,231|1182,891
0,23|917,589
0,23|220,691
208,389|737,992
290,72|779,424
1174,71|1516,762
632,23|1356,1046
0,23|478,924
0,497|754,793
0,23|783,461
0,23|414,636
1118,220|1200,611
34,488|436,561
1258,23|1338,1046
648,676|1470,917
957,364|1623,619
1351,23|1647,855
907,23|1126,582
0,248|408,735
0,23|461,840
0,234|644,409
0,23|1022,554
548,23|810,421
1060,702|1482,807
0,534|831,646
560,246|725,748
1392,896|1513,983
0,23|545,493
0,23|212,741
125,23|401,803
1237,23|1512,692
0,23|537,594
198,23|451,227
0,23|328,900
0,23|476,782
0,23|979,246
642,23|929,1034
649,23|779,564
1312,323|1392,835
0,23|876,949
97,23|850,761
506,23|1407,680
0,23|121,900
313,23|920,949
431,289|998,1034
740,23|1506,1046
0,23|649,877
530,23|1274,1046
0,95|724,382
189,404|1135,898
297,152|893,481
306,23|1112,841
0,148|1011,651
184,23|264,862
173,798|985,968
197,23|1231,789
0,143|896,936
382,23|650,620
1237,23|1506,743
695,23|951,188
635,632|752,842
0,441|799,922
557,23|1403,747
324,201|863,321
514,44|1513,427
1109,499|1530,1004
900,23|1016,1043
224,23|1254,604
0,604|485,961
377,23|1096,758
66,23|797,1046
345,23|663,645
332,88|595,260
1370,23|1508,1015
638,650|1130,994
0,102|641,857
0,136|785,1023
0,23|712,790
0,23|483,1046
0,272|807,483
70,23|985,1046
566,496|1403,747
323,68|1297,585
0,23|716,720
1491,800|1571,983
637,310|1612,731
903,23|1392,1016
0,217|970,1010
0,277|241,471
383,226|463,464
375,628|1267,967
0,23|315,842
694,424|1001,814
111,23|640,1005
841,23|985,835
1058,23|1674,1046
267,23|945,1031
815,600|985,843
0,23|840,1010
0,183|809,710
545,210|1370,606
460,23|1395,570
0,211|941,845
1165,23|1588,798
0,755|883,876
0,502|902,797
239,23|357,952
27,128|167,749
362,376|1035,616
612,23|692,976
0,70|928,648
0,23|883,257
993,23|1631,703
451,23|564,958
0,23|1042,789
36,23|1036,635
0,373|734,692
21,23|144,144
0,473|713,714
0,43|889,802
334,23|765,912
1533,358|1617,722
0,503|977,987
121,80|269,237
394,618|959,801
0,23|657,245
192,326|586,607
1558,23|1638,733
230,23|905,657
338,258|853,465
0,84|124,303
1197,123|1437,953
599,23|1543,533
0,128|693,503
732,46|1305,933
66,61|175,844
0,532|889,614
0,23|416,271
0,494|984,774
121,23|1029,875
0,23|505,788
115,772|637,947
0,23|565,509
0,23|664,1046
0,23|624,365
0,206|859,936
162,23|281,434
424,23|772,778
529,23|753,643
715,125|957,734
249,37|510,113
0,23|517,828
561,682|1470,1025
657,49|1463,830
496,23|941,466
717,23|949,275
1302,23|1434,990
826,23|1266,687
488,556|1343,772
0,309|454,707
1004,422|1402,961
0,23|235,386
0,166|343,995
348,342|1340,718
1248,454|1389,1020
449,23|808,965
858,274|1419,913
290,23|428,747
121,23|439,861
226,377|366,841
0,23|849,945
0,23|525,728
887,23|967,863
868,23|1129,215
0,23|829,900
430,150|1477,571
470,23|550,958
0,23|464,831
464,23|668,1033
0,23|456,493
0,130|80,633
0,230|595,946
538,23|1302,1046
0,23|538,846
848,23|1615,985
1239,482|1511,676
950,274|1197,770
466,23|1073,685
720,113|1627,733
808,137|923,403
1583,23|1673,642
1009,287|1287,761
396,580|476,1009
522,114|779,579
1309,23|1389,420
0,407|856,582
0,513|1036,1046
169,23|1055,1022
0,23|839,855
1150,23|1512,802
170,518|806,659
0,23|683,1042
1148,23|1612,693
1306,330|1590,685
118,23|961,776
247,23|935,1046
702,672|1501,906
642,666|946,746
476,668|979,811
529,131|1344,978
1436,23|1516,583
1441,375|1521,784
13,548|180,924
0,23|909,1046
1116,23|1470,905
50,289|291,905
0,130|708,1046
802,23|1553,932
1350,404|1451,636
983,409|1632,805
64,192|365,343
0,615|963,977
880,347|1069,882
864,265|1484,429
0,244|565,833
796,23|1376,340
323,23|1188,682
0,413|1015,684
171,23|780,922
636,205|1110,1042
747,569|1562,753
516,354|1259,707
0,368|521,710
153,23|654,633
1026,157|1106,414
1430,23|1564,746
0,23|720,744
455,249|1211,903
0,98|820,896
493,375|1424,591
0,207|824,923
1219,724|1669,890
0,23|631,976
1076,23|1288,749
34,304|308,777
0,143|910,702
134,748|998,937
532,503|1167,788
460,23|1109,444
0,23|477,476
0,711|557,931
1299,23|1546,1004
1023,23|1204,774
0,23|565,857
0,23|1010,926
0,23|619,768
7,23|166,879
802,23|1063,1045
314,134|1052,713
0,23|419,1046
0,735|925,857
0,23|911,738
1274,276|1380,770
0,353|962,499
0,422|763,624
941,575|1047,802
0,792|283,891
522,526|1048,829
903,167|1089,914
1137,23|1217,774
113,23|225,602
0,23|599,928
133,23|385,248
0,23|834,616
1189,23|1530,903
1285,23|1617,948
0,23|861,719
526,23|784,1013
982,154|1391,679
148,23|228,688
154,172|1019,1013
781,63|1646,554
484,23|564,1009
1137,255|1316,611
249,23|507,446
703,23|907,485
0,23|604,752
0,815|799,970
0,625|719,868
1105,23|1679,394
0,193|1049,862
1364,23|1634,826
0,23|976,626
641,23|758,791
360,609|1064,887
481,414|937,925
0,23|368,863
0,23|374,1046
291,58|473,695
